usuario,followers,friends,tweet,retweets
UN_PGA,105868,612,0,2
Conversation_E,6631,1530,1,0
lorollaguno,278,1171,1,0
techyluk,117,272,1,0
Morenin14,450,342,1,0
oficialrafaelb,483,249,1,1
EmbaCuba_Camboy,1834,551,2,0
AE_Sustentable,308,844,1,0
sheyla_bazan,480,922,1,0
UGTForestales,7906,7162,1,0
velezrierajavi1,76,219,1,0
angelbonet,14996,8002,1,0
lrubenft,132,706,1,0
lucy_888_fuguer,91,77,2,0
ugtaytovillalba,348,215,2,0
CercedillaM,83,221,1,0
DelGobenLaRioja,712,185,1,0
BetinaAzugna,480,171,0,1
AndyLaraG,173,239,0,1
oscargio11,444,1057,1,0
lalalideva,32,191,1,0
mariafergarza,3653,1010,2,0
j_letes,336,937,1,0
cla1112,10158,9582,7,0
Nicolas12926920,180,470,1,0
IFLA_Lib4Dev,2277,822,4,0
estgari,1545,1555,3,0
PaulinaFrean,20,291,0,1
nefropediatria,477,863,1,0
OHaraEIG,880,80,4,0
luismagranados,91,118,1,0
caballero_ivet,123,277,5,0
carotbo,721,554,5,0
gpabon,500,1041,1,0
rosamunozelena,1323,4642,0,1
ICScomunicacion,368,634,1,2
AlexCuba1991,1279,1344,1,0
ipbln_csic,485,349,1,0
MartinezSoliman,8443,507,3,0
iesfuentesauco,26,23,0,1
RichardBarathe,615,318,0,1
Maite_Umh,163,776,1,0
BTCconsultores,5,40,0,9
EducoSV,3294,805,1,7
AleAGComunica,3024,3981,2,0
Expok,10586,725,1,3
AlessaNilo,903,563,1,0
GIncluyente,50,69,2,0
naiderupdate,2747,2931,0,1
CrisFaciaben,2134,724,2,0
OIenAlicante,1556,487,0,2
Pizzolante,5861,2064,0,1
NBiollo,107,316,1,0
diegorecalde04,148,205,2,0
Agenda_Empresa,2464,755,2,2
plopezregion7,359,744,2,0
WorldVisionNic,3665,825,0,1
MANOLOTRIANO,1511,2347,1,0
LeniaBatres,32618,5441,1,0
r_noreth,44,105,1,0
OldairLunaC,770,1145,1,0
jallorente,9890,1685,2,0
Garcia1957Mauri,52,253,2,0
bbvaedufin,10944,1940,0,2
EC_Extremadura,759,1101,2,0
maroliva22,90,144,1,0
FENAMM,10507,669,0,1
Cubanito83,1526,1005,1,0
AloysiusLeopold,404,2678,1,0
maxi_bblancatuc,508,619,1,0
EAPNCyL,1089,507,1,0
fernand68390975,111,581,1,0
Aran_Acha,720,1155,11,2
AmanidaAnimada,390,405,1,0
PabloRosique,2680,710,1,0
to2peatones,2483,1932,1,0
SandraGud,4562,2752,8,1
jaortuno,916,373,1,0
AESTE_oficial,624,644,0,1
joseansanmartin,429,300,1,0
Danielacuellar_,236,205,1,0
Tomalalempira,698,780,1,0
duncanrosales,262,526,1,0
JuanLuisCosta,676,2206,1,0
ReforestamosMx,20483,3732,0,1
LaXimena92,1192,1562,0,1
de_periche,54,80,2,0
JosGilabert,1640,1987,1,0
franjmartz,532,1310,13,0
AyuntamientoVLL,42705,910,1,0
Buia89917434,513,3015,1,0
Charocas,18,19,1,0
quelydigo,640,1199,2,0
ecoscopioweb,1310,1139,1,0
Keilis98027184,990,1578,1,0
Cmunicipios1,2220,354,1,0
Tim28197635,23,1373,1,0
drued13,86,463,2,0
IrinaJunieles,3336,1033,1,0
earuizr,127,420,1,0
JorgeRaulCruzV,176,752,1,0
ChiclanEmprende,1239,1238,1,2
sem_wes,79,49,1,0
NfqAdvisory,382,238,0,1
lamange1,704,683,1,0
AmandaRicardoC1,26,60,1,0
rsc_tech,96,230,6,0
AltavozES_,1112,311,1,0
iSostenibilidad,6321,1990,7,12
mandarinasdream,110,125,1,0
dannsorry,110,411,1,0
leonardoulacio4,12,2,1,0
GuzmanDeBenito,763,1131,0,1
GarciavPatricio,358,92,2,0
vgkokys,58,272,1,0
jorgeluisyoyi,1,56,1,0
RuralMx,702,539,1,0
Alexand96600743,64,180,3,0
ariochy,28,16,1,0
carelia_mayorga,401,2234,0,2
soblechero,4202,3701,1,0
RaymaRepilado,35,75,1,0
CiscsaCba,454,831,2,2
estellaacosta5,360,316,1,0
LuisSiguenzaSV1,155,760,1,0
EducacinMunici5,5,12,1,0
BoyeGustavo,139,462,1,0
ekifundacion,89,389,0,2
whiteband,2475,1420,1,0
conalepmex,5888,1168,0,1
ElenaThibaut,406,365,4,0
ApofisMedellin,42528,22045,1,0
EmbajadaEspUy,4574,703,0,1
SManuelaCM,78,71,0,4
DianaArguelloEC,113,242,1,0
MercedesPCceu,130,221,1,0
TaisGadeaLara,4809,1023,1,0
PacoAspillaga,49,143,0,1
MarisaGomezCres,2720,5000,2,0
AlfredoCollosa,893,728,2,0
mitecogob,21918,198,2,0
Social_CFIEVA,229,155,1,0
funcocim,370,283,0,1
pua_virgi,16,58,1,0
alejo_segib,2553,1030,2,2
wvz46,600,733,0,1
yosoypao,1714,879,1,0
libbysophya,2557,3143,1,0
Danielleocorrea,467,969,3,0
AlexaReyesNader,6611,5167,1,0
UniversoEdu_,140,292,0,1
magor66,42,190,1,0
Unidosenred,2901,995,2,0
manueljesusF,16858,15128,0,8
TribinoRicardo,570,193,1,0
PedroRLopezGar1,500,2234,10,0
garpasu,23,308,1,0
KarlaGaOl,353,1669,1,0
dpattyt,272,804,1,0
PSCastelldefels,1783,1771,1,0
alfredolopzam,298,235,1,0
ERICA_FER_,628,717,1,0
MargaBorreguero,269,369,1,0
pablitikon,187,1739,1,0
FisOlivera,22,12,4,0
SevillaBuenasN,883,306,0,2
yulsoria,385,618,1,0
mercedesantona,242,485,1,0
sara_torresG,276,773,1,0
TatiPardo2,5613,1278,0,1
fresiaolave,154,48,1,0
AyMassi,2118,651,1,0
ApSCyL,777,998,2,0
mlguevara,473,416,1,0
frleivab,174,177,1,0
FAOCuba,3024,1305,1,0
EcoBuin,11,84,1,0
JULIE_REYES_P,356,722,1,0
Peli_Ginger,704,860,1,0
sergiagalvan,4742,1494,1,0
WFP_es,18706,1642,0,1
dervinpagan,201,659,2,0
LinoSantacruz,238,231,1,0
CECyTEHidalgo,6452,509,0,1
landimen,125,321,1,0
SilviaTorresC,9939,4431,2,0
CUBAONU,17841,2691,3,1
GerardoGArdoy,1374,1686,1,0
maravilla71,1338,1186,1,0
paul_andrex,355,1085,1,0
angcastineira,7180,568,1,0
Ngomezpena,276,767,2,0
Seryes_corredor,569,1142,2,0
QuecaAndrada,66,458,1,0
Pcastaneda_,199,359,1,0
ANHPanama,850,1095,0,1
PrensaAreco,2068,514,1,0
MISSDELIUX,10,63,1,0
hhmarlau,731,4343,2,0
JAIMECHINCHI,680,782,2,0
cmelladoalvarez,602,519,1,0
MargaBarreda,10,30,1,0
rgdelat,7909,5809,1,0
NathalieCely,58538,1901,3,1
BoxSynergy,216,1412,0,1
MerlynJoCol,312,947,1,0
AlmaInnova,21,75,2,0
gfc123,4111,862,1,0
vane_rubio_sv,201,270,1,0
ProSoliRD,32084,1012,5,3
Germonsor5,72,126,1,0
VarelaDubra,527,1578,4,0
yalocin,7740,4963,1,0
Pablo_Cala,3926,2381,2,0
qosITconsulting,456,778,0,1
MariutsiA,79,236,1,0
CaroFadrique,388,711,1,0
annaterronc,1816,617,1,0
AEHGAMendoza,1315,979,1,0
AleElias15,175,286,2,0
PatriciaHolzman,419,170,1,0
deilop3,113,82,1,0
CMatyAlvarez,538,1005,1,0
DCLeadArchitect,2058,1988,1,0
ndungue,75,258,1,0
ValladolidFerro,762,622,2,0
pepegiraldez,2043,2366,1,0
msanfe,658,1266,1,0
EmbEspJordania,1143,135,1,0
BiblioCazalla,289,330,0,3
quiquemaya,493,2450,1,0
voroperez,1004,966,0,1
RicardoOsorioD2,43,148,1,0
_anagimeno,324,563,1,0
LauraJuarezH,420,281,4,1
jusegi,1353,1297,2,0
LimaNoticia,6589,1842,1,0
LinaVegaAbad,12503,1063,6,0
EmpleoFRAVM,995,573,1,0
Local2030,1831,904,4,0
UCLG_OpenGov,949,507,2,1
con_la_A,1474,1996,1,0
SolernoDiego,188,354,1,0
goni_rodrigo,14,11,1,0
EmbajadaEspGTA,3684,627,1,0
mercedescapitas,1031,2786,14,0
osanamoleriop,2038,772,2,0
ivanwese,5316,948,1,0
johmyvj,209,941,1,0
Badu103,1280,3368,2,0
UGTRTVE,1956,515,1,0
PSOEDipuHU,1052,887,1,0
ferhvelasquezv,230,529,2,0
MelbaAdriana,970,1541,1,0
DarlyRM19,1205,1872,1,1
EmbEspBelgica,2572,340,0,3
superflop79,76,170,1,0
cubacooperaveME,259,110,2,0
JosRamnCabrera5,33,158,1,0
jmarinpu,3360,3954,2,0
albertoprechtr,1731,530,5,0
icaa_ctes,1758,1953,0,2
rpabelm,223,599,1,0
Arcange52536129,83,31,1,0
AlexKianman,24,165,1,0
CEDRSSA,4955,2793,0,3
silvifontana,693,330,0,1
AlexandraGB_arq,16,75,1,0
CarolynSillau,75,155,0,1
GreenDrinksBA,3224,1976,1,0
AinoaBoyd,155,233,1,0
Issac_Alonso,1704,698,1,2
elenaovalle_,214,225,0,1
gonzaloagusto,1655,2210,1,0
cmphjapon,1548,724,1,0
CorporacionGES,749,1518,7,0
msilvestrearg,18,44,1,0
FernandoMartir6,145,112,1,0
Joans871,176,363,1,0
FELIPEORSA,763,1604,3,0
marlopacifico,573,889,1,0
isramarti1,148,192,1,0
afandaluzas,2840,1052,0,1
RaquelTomas5,78,147,1,0
Migdali83373126,327,333,3,0
jjbockel,3445,321,1,0
AzucarHonduras,387,166,1,0
mariacelys,4601,4028,1,0
felipejavierha1,81,1606,1,0
gutierrezjp,1017,1346,0,1
ignaciopinto3,58,133,1,0
futurlandia,361,305,1,0
CesarRocha7,443,937,3,0
matambaana,713,2612,1,0
FundaREDES_,3020,1347,1,0
FuturoEnComun,1208,419,10,4
IleFajardoMTO,1070,690,2,0
CMinds_co,2723,1987,0,1
MiriamValdesA,1072,2138,2,0
Julis1327,119,189,1,0
ibc_spain,88,304,1,1
navarretenacho,270,256,1,0
Kballero18,261,150,1,0
UCAM,33510,1497,5,1
BobAlonso,7490,6916,1,0
ONGD_JyD,2849,1508,1,1
GMC2971,24,68,1,0
LeissaOrtiz,1013,1949,1,0
NoraCServino,1382,1387,1,0
LachambreEsp,2366,2053,1,3
IntCCOO,1528,378,1,2
AngelesRAroca,1262,488,3,0
Cecigarciaruiz,1690,1871,0,1
cecytefcoimadro,576,182,1,0
pivimez,179,673,1,0
CazGuille,138,164,1,0
LaurencioJi,98,428,1,0
satec_es,1068,499,0,1
R3NU3VA,2146,611,2,0
MujeresProgreEc,1201,753,1,0
a_alonsonunez,2365,1938,5,0
Ideagoras,4668,2718,1,0
ahurquijo,514,215,1,0
NovAcadPUCP,173,98,0,1
cat_crumbs,203,628,1,0
Libertad7Mary,17,340,5,0
FayerGabriella,56,70,2,0
FAOHonduras,3947,245,1,0
rodriguezjoseto,344,832,1,0
myriprunotto,1625,796,0,1
UGTFicaEuskadi,547,913,1,0
CarmenB12184870,34,67,1,0
VoyagesAfriq,3801,2142,1,0
carlesmolinag,602,884,0,1
EmbEspKenia,2721,724,2,0
alfredpagano,220,86,2,1
MartinAlcocer,207,552,1,0
NAtutxa,1448,4639,3,0
ElenaBou13,180,551,3,0
coyotegris,15848,7953,1,0
conTREEbute,3285,80,0,2
coacyle,2429,293,1,0
IcaTalavera,442,197,1,0
CamaraLanzarote,5003,1196,2,0
EmbEspNoruega,2013,946,0,1
nuevatribuna,20583,4189,1,1
esenred21,535,104,2,0
Luis_SolisJP,294,406,1,0
VolquezGladys,282,1456,1,0
Bcodesal,3029,2797,1,0
angelyamezcua,122,209,1,0
Agusdiazvaldez,574,356,1,0
CetelemSpain,3827,540,1,0
MEFPANAMA,32799,1146,1,0
NaturVital_esp,406,425,1,0
mlat2201,183,1811,1,0
MauryHechavarr1,247,16,1,0
BeatrizNSH,111,852,1,0
IniciativaActua,2058,783,0,1
EvalYouthARG,144,266,2,0
CENDES_UCV,4688,1998,3,0
zazilfocorej,101,245,1,0
neptunodominant,82,315,1,0
JorGr77,221,1052,1,0
CeciJasso7,12,71,1,0
MarycarmenMelc4,9,15,1,0
cifpa_director,271,145,1,0
CONAETI,296,204,0,2
GrabielCordova,91,120,1,0
4denglish,580,596,1,0
MayrisHdez,2430,4473,1,0
AlonsoV1605,731,2440,1,0
JoelBolaos1,92,193,5,0
bcalderongt,25,311,1,0
campoolosvalles,1199,764,1,0
ric_cam,657,2045,1,0
eduinnotics,620,215,0,1
MAmparojh,387,283,1,0
yukome,357,484,1,0
ginaomana,118,206,2,0
anadeluis,510,1126,1,0
JuanCar44257185,1577,2757,1,0
MissGEnrique,14563,12552,1,0
EmbEspNicosia,1813,336,1,0
hdprovidencia,78,51,1,2
iCOFAS,875,432,1,0
jespin5,1629,2474,1,0
angel189,6869,3976,1,0
topohumpry,1855,809,1,0
san_lunag,2470,1165,0,1
imcoterof,684,879,2,0
Demografia_CSIC,5974,3501,1,0
Veronic17470857,15,5,3,0
CICTMAR,6634,3308,1,0
eliasayegh,83773,24793,1,0
cseebach,17609,4498,2,0
CooperaRevista,39,217,1,0
FEducate,1255,519,1,3
MirtaMaglietta,128,171,2,0
AlCaceresMon,518,1404,2,2
otlazpan2,1357,3079,1,0
Silviab10089714,19,165,3,0
mprp37k,52,79,3,0
fferdinandz,126,99,1,0
UIMP,22191,3185,8,0
FRubioTorgler,3708,4489,2,1
shareu20,169,324,1,0
guimoro,34,112,2,0
ZoraidaChong,354,938,1,0
dianitalop,1387,440,4,0
AsociacionMSPE,1655,1898,1,0
belgalindo,826,840,1,0
SaOrobio,8,30,0,1
Mikaelafac,115,360,1,0
Ivonne37871985,25,50,1,0
Vale7613,78,70,1,0
mdonosomuller,3755,3085,2,0
Asun_Martinez1,1863,312,0,3
marleonfontes,295,795,1,0
UMUEmprende,863,748,1,0
MauricioAdmPub,2184,1329,1,0
valdeobispo17,79,33,2,0
PitanoRubiela,420,173,1,0
MargaraObregon,175,296,2,0
joescuderom,387,592,1,0
jaimeplza,15,285,1,0
FajardoFrias,10,67,2,0
Falvarezdecelis,1777,118,1,0
Gmaribelchuy,248,237,1,0
Discap2017,201,409,6,0
AliciaAvila67,45,85,8,0
alirioprada,831,1314,1,0
er761023,175,346,1,0
EscuelaPBL,1605,1459,0,2
IesNarcis,48,53,1,0
voxlacea,3804,303,0,1
AnaGabr41794089,371,850,2,0
CentralASI,2405,2681,25,2
AmeliaNavarroA,989,1120,1,0
milagrosvicent3,135,923,1,0
MIAMBIENTE_HN,7047,180,0,1
lucianagepy,226,288,1,0
AlfredoArturoS1,136,275,1,0
joseba770,71,292,4,0
AnaRodriguezGi,436,259,1,0
raquelea,1223,1075,6,3
andergayamor,1103,2988,1,0
FerminCerezo,2819,595,1,0
VeroTB_,195,866,1,0
sergiomfcert,50,38,1,0
MoyaRiu,252,1609,1,0
desafio2030,658,627,1,0
COMAFORS,538,570,0,1
embproyect,1296,4132,1,0
GriseldaLassaga,375,390,2,0
andresyn_14,193,300,1,0
FRAVM,8627,1061,1,0
ZamoraInma,234,305,1,0
mgcpeceslibres,16,34,1,0
Cronicon,1833,2344,1,0
RamnGar27418671,46,97,8,0
fnovaterra,1472,1048,0,1
ucoerm,2838,4592,12,0
solsilvanazb,816,556,2,0
claudioarrepol,335,702,1,0
CortesyValient,97,77,1,0
ManiaCultural,208,141,2,0
Kodec420,43,732,1,0
Patrici83198751,8,18,1,0
alex_meeder,523,298,1,0
A_Micorriza,1195,453,1,0
RJCCP1,29,253,2,0
Jeasman,361,1539,1,0
GarateJI,361,1479,1,0
EAPNGalicia,2397,410,0,1
Leonardo_Arce25,23,73,1,0
MonicaAlvarezN,1207,142,0,1
Agricultura_mex,678395,206,1,0
ArqSaldivia,984,888,1,0
elsamexoficial,696,1657,2,0
IsabelAlt,99,552,1,0
ConsorciZF,857,663,0,5
PSOEColmenarVi,733,581,1,0
gtpintado,10040,6234,2,0
gascanio77,231,253,1,0
ritaptello,564,849,0,1
Brigittelgb,70018,2380,1,0
Lean_Arreagada,503,995,2,0
mmarmagallon,151,86,1,0
Centro_Regional,980,415,0,2
evajuan,540,1290,1,0
FundacionCives,410,895,1,0
micohugo,354,807,1,0
MDuque18,99,110,3,0
compromisoleon,451,437,1,0
CeballosSerg,156,444,1,0
1er2019,14,44,1,0
CONCOVI_Espana,542,468,1,0
tamy260188,197,680,1,0
investigarCUC,908,535,1,0
LaurenValds1,73,176,1,0
robacoso,168,638,1,3
RAEEAndalucia,1139,223,0,1
LauCVEM,2460,934,1,0
AnaReginaSeg,331,685,1,0
carlosfonzeca,7926,5605,4,0
ceduardoes,65,303,1,0
carovaldiviat,650,211,0,1
Zorro_04,331,154,1,0
UNOPS_es,12362,857,0,8
Carricarte1,1202,1043,5,0
PabloTribulo,122,272,1,0
social3c,1352,1550,2,0
ManzanoCr,5234,1002,1,0
mastersusana,1526,4256,2,0
COAMSS_OPAMSS,1777,1200,0,3
MSalesianas,15783,2843,0,3
lfquinterop85,320,1565,1,0
ictusnazir,507,587,1,0
agsustentable,1063,1305,1,0
innovacionPuer1,32,24,1,0
CSCAE,18908,768,2,2
CountryRiskCL,197,2661,1,0
WorldVisionSV,6186,4808,0,1
GSGilwell328,163,579,1,0
Anita05884604,8,145,1,0
ChinitaLC,2386,1450,0,1
JOAQUIMMILLAN,1005,942,1,0
brunobasile,477,165,8,2
nvargasluna,4,218,1,0
didelpome,2062,785,1,0
mcarvajal28,238815,457,1,0
OceaniaEMA,50,140,1,6
CONGDCA,1197,184,0,1
cparedesverduga,12226,1188,1,0
jorcervan,248644,175105,1,0
cmayanquer,14,117,1,0
DelphiNor_,556,321,1,1
icloby,170,813,0,17
DeborahVB2012,336,1053,3,0
beca25240,359,269,2,0
_JuanJoseGarcia,271,1367,1,0
EmiliAviles,2856,2835,1,0
alianzaimpactol,1175,296,0,1
AlinaValenzue17,7,58,1,0
danone_es,26341,3859,1,0
EstherRamallo,573,825,1,0
cubareloj,4744,4411,2,0
ConsulMexOrl,2199,1243,1,0
DanayArmand,262,360,1,0
PedroTorres,523,737,1,0
LauraCarballoL,1001,868,1,0
RespSolidarias,460,1251,7,11
sebavielmas,6748,1750,1,0
AnthonyKBond,193,1060,1,0
mldoce,2624,2930,2,0
aybarrapacheco,14287,1994,1,0
elsantisoto,8629,936,1,0
CONEP_RD,32149,465,0,2
paraisojoven1,16,62,1,0
davsuaduque,476,1692,1,0
ULTCuba,1284,857,2,0
MadeleysL,36,87,1,0
GGG_192,43,222,1,0
bbva,2587903,369,0,7
j_c480,216,378,1,0
aristu_carlos,1945,1084,1,0
AddysThen,1820,924,0,6
ProaoSonnia,19,231,1,0
EuropeCheese,356,1719,2,0
aacstuit,584,508,3,0
EKSDGs,340,554,1,0
SERNEGROESRICO,81,537,2,0
CCOOAtmira,93,164,1,0
LidiaSanchezRu,236,844,2,1
BertDeWel,717,1057,1,0
Angela_Rendon,371,393,1,0
escuelaextraord,563,719,1,0
El8infinito,270,812,1,0
OPEA1,1417,1080,8,0
delafuentezeind,2230,3026,4,0
lorenzo_rosa,1927,4998,2,3
RadioHabanaCuba,17808,910,1,0
UlrikaModeer,9819,4621,1,0
Luis_Fierro_Eco,1808,4996,1,0
AEspadas,5514,5179,1,0
JuanAntonio_RR,573,2582,12,0
davidcpvm,25078,399,1,0
palomamina,2215,2119,2,1
NavasNavas7,68,260,1,0
FESACSSCC,514,109,1,0
daniel07_tena,223,350,2,0
mruiz_gema,2347,1312,11,0
mariaelizardo,741,465,1,0
AleixNoguera_,86,638,2,0
c_mercadologica,117,177,0,1
ANUEC_Ecuador,18,19,1,0
SalutiTreball,1489,927,2,0
MirPortillo,155,863,0,1
psclocco,1173,1761,2,0
FeSPUGTlarioja,1216,632,4,0
ismazopo,63,249,1,0
elito_mas,779,763,1,0
JaemOcoo,3,27,1,0
OscarRalPrada2,382,1386,1,0
SolMoli63,37,36,2,0
amasiain,1185,961,1,0
AcnuUnaCuba,2025,985,1,0
mariajesusb2,2912,5001,1,0
escosolidaries,373,652,1,0
TachibiWorld,338,253,1,0
Mili_B,64,146,1,0
rmontielc,600,602,4,2
GraneroGustavo,258,889,3,0
TISpain,3733,991,2,1
TUDCN_rscd,1161,1337,8,2
oliverguisado,392,257,1,1
tommtrh,65,107,1,0
IGME1849,5099,8667,3,0
pepebareaarco,3951,2828,0,1
davidalba21,1008,2645,1,0
MujerMxRural,1227,1494,1,0
SylviaBenegas,95,198,2,0
omar_guevara007,49,189,2,0
SonyaGuerraLpz,1198,1292,0,1
Norasua45757803,222,198,1,0
cristcongreso,1292,1426,1,0
Superllisti,4305,2129,1,0
PNUDPARAGUAY,2015,1556,4,3
WorkingDeadR2H2,60,152,1,0
OrtizIbel,1386,1249,1,0
actuaporlasalud,10297,1815,1,0
MiguelTPRECB,701,2605,0,1
RoblesAtanasio,22,40,1,0
RamnCas29490060,26,69,2,0
As_Ferduero,121,79,1,0
CollabLearnNetw,106,300,1,0
Tecniberia,10203,695,0,1
pactoglobalpy,968,156,0,3
FundacionEcolec,5971,158,0,1
Ouilyan,4975,1448,1,0
chemplastexpo,808,776,3,6
FAOenEspanol,20374,774,0,5
PaloCoyote,358,1060,0,2
ecuatorianosglb,1094,232,2,0
silvitabuendia,71420,9306,2,0
DownClm,1034,1850,2,0
kodriozola,396,550,1,0
vickysukenik,393,602,0,1
citlaliayala,2710,3858,5,0
manureda,32,62,3,0
perogar_BIM,406,367,2,7
CEC_Comercio,1803,816,1,0
CanalFONCE_UNED,605,85,1,0
AHTArgentina,965,293,1,0
oscarsantiagom,1134,1970,1,0
JoseWalterTorr3,54,594,1,0
Senafe2003,30,33,3,0
ternurafeminist,2469,3990,2,0
JColomer_EDU,268,574,0,2
Corpoclaretiana,618,485,2,0
OrielSilva3,1251,1636,1,0
LaBorraDeAbuela,468,403,1,0
CerecedoGustavo,40,118,1,0
PrensaCuba_Ven,5504,4200,0,1
terdiez,24,83,1,0
Hiperchicho,725,2534,1,0
Natica0396,116,272,2,0
PRAMAC_Iberica,1205,759,1,0
Consorven_Ve,2398,648,0,2
cafetupinamba,5938,1313,1,0
yconsumocanario,4301,4941,1,0
BpwSpain,1542,1201,0,2
VictoriaSeiasa,224,212,3,0
dlau33,4,33,1,0
gurudelaire,73,134,1,0
lago_louro,1998,3269,1,0
RafaPazHdez,154,816,1,0
viviana_simone,839,465,10,4
ingLaura17,511,1661,3,0
karamairi,1763,1125,1,0
ONUMedioAmb,89564,952,0,2
jotamanrique,680,616,1,0
byronhel,18,109,1,0
cesar_maurin,77,88,0,1
Hospital_Molina,2370,1299,3,2
fbuyolo,7321,6365,38,0
PedroJ_Cuestas,10889,3948,0,1
frodoT9,281,3681,1,0
olympiamorales,667,565,1,0
anarela_s,165,513,1,0
LIBERA_ONG,153,199,1,0
Montesinos2010,11927,9884,1,0
ConueeInt,1094,359,1,0
PaisajeRurales,1211,867,1,0
maiteseo,277,265,1,1
CNBMex,687,186,1,0
marianzuni,351,132,1,0
AdrianaLopezPy,140,430,1,0
CMNUCC,55400,401,0,2
natibsosaf,117,325,1,0
OdaidPanama,233,520,5,0
jalceid,243,384,1,0
trblnyx,265,304,2,0
CARTV_,11143,250,0,1
asociacionASA,5610,612,0,1
VicentVG,3141,3279,1,0
juancristobalrv,1400,1276,6,0
Cs_Murcia,4239,1516,1,2
soleverdugo,110,131,1,0
generoytrabajo,3117,743,1,2
carmen_gonmar,111,255,1,0
Alejand02208115,34,175,2,0
ComPlanetaAzul,1041,709,1,0
LauLbe,195,908,1,0
DiegoTroncoso,3714,4594,2,0
MartnGomero1,179,378,1,0
unicefpanama,28069,1023,0,1
apradilla,1711,1289,5,0
Easytelecomlaw,69,70,0,1
institucional1,63,98,1,0
minasenergiaupm,4419,4988,1,2
PlasenciaNcomun,2235,4302,4,0
harimetsu,7944,5927,1,0
tibu774,1571,4652,1,0
MoissRodrguez1,563,530,2,0
MdMIllesBalears,953,767,3,0
clarenxu,207,390,1,0
Shakiragallega,708,787,1,0
VerkerRRHH,221,249,1,0
MarujaGordaydeV,1783,27,0,2
AN_CPCRP,31,272,1,0
GRASARafael,3003,1016,1,0
bastavosconmigo,274,552,1,0
rmcoopera,125,247,1,2
carlosidrovoc,75,696,1,0
YrJuan,306,1098,2,0
NoeliaRomeroLR,494,3685,1,0
Estela_Nunez_B,76,164,1,0
UATAEAndalucia,856,876,1,2
rutenca,5488,4435,2,0
AmChamSpain,2588,1147,1,0
EDGARSARDI,45,26,1,0
karmen_hr,57,267,1,0
SantaellaJulio,8745,393,1,0
cristygarciah,83,679,1,0
monika_gc_1004,112,217,2,0
yrf872,135,247,1,0
UNESCOsanjose,642,398,1,0
Cemdes,2518,417,0,1
IbisCuesta,94,124,3,4
PilaraRo321,1394,1288,1,0
UEmbPy,623,238,1,0
apppmatanzas,397,127,1,0
Mariano41281870,40,215,1,0
sopadebabas,209,842,1,0
jrfata1,104,37,2,0
gv2024,503,804,3,0
Santiag57133027,139,1933,3,0
mmelbritos,923,1098,1,0
kitsuneserrano,89,418,1,0
bioplantologo,40,67,3,0
TArmenteras,38,43,3,0
_RVasco,105,212,1,0
beambif,6363,4458,0,1
jmcastrob,552,1405,1,1
HaroldEsc,1036,1183,2,0
panama0pobreza,224,462,2,0
crissanjuanchub,771,1300,2,0
FNAmbiental,41764,1359,5,0
LaBellver,1498,587,0,1
PortilloBsAs,483,121,2,0
PNUD_Venezuela,3470,378,0,9
CreaPositiva,3385,3669,1,0
kamideny,2089,2133,2,0
GustavoY197,284,342,1,0
CAICongresoCdMx,191,332,0,1
DiegoNZuniga,163,101,1,0
tania_eulalia,1316,705,2,0
mikealex_aldana,4639,5133,1,0
ugtalmeria,2388,2501,1,0
ccooLeon,511,348,5,0
samsacsan,40,61,1,0
BECEGARCIA,5,11,1,0
beelu44,138,154,4,0
medicusmundi,5813,1023,0,1
BigDataCol,4543,5001,5,0
htorras,6589,4306,1,0
AmandaA25163942,525,543,1,0
shaimerdena,7,36,1,0
angelsfdez,101,120,1,0
DORENSZTEIN,1860,5000,1,0
haurralde,802,1293,1,0
rizzo_paula,487,560,0,1
CZabalburu,319,367,0,1
ParaguaySOS,189,211,2,0
ClubdelDocente,3883,725,0,1
AlbertoDide,408,671,0,1
noucity,15,5,0,6
GiselaValdes5,329,348,1,0
Milicherta,951,533,1,0
MarianaSL1960,166,213,1,0
MildreGarciaCh2,63,55,3,0
AnaMorillasKief,253,301,2,0
AReforesta,2127,2272,1,0
TitoFenech,401,519,0,1
Masbyze,148,215,1,0
cnccapital,886,1423,1,0
PCNPost,857,1179,0,3
andres_pedreno,4424,378,1,0
hcrisstopher,10,179,1,0
cjodra5,183,1081,1,0
Lau_Alau,210,102,1,0
Biblio_Social,4190,1611,1,1
carlosg22016054,8,14,1,0
ShakaGushin,116,791,1,0
erochapter,768,1669,1,0
acaudillo8,411,1556,2,0
kathiaCh,106,856,1,0
AlexRebour,193,545,1,0
enriquemaruri,636,731,2,0
supercontra,1920,2027,1,0
liligargar,477,555,1,0
IRSLaRioja,882,819,3,10
ACN_Cuba,22119,361,1,2
05yami93,49,680,2,0
HugoPupo4,1651,4993,1,0
mauromen1521,464,1732,1,0
NicolasLopezSEO,2309,1763,1,0
NocelliSantiago,2879,3009,1,0
xavijim,1343,1240,1,0
unizar,20514,453,0,3
nataliadm9,345,446,1,0
GlezGarciaR,1918,577,1,0
claribelitabu,112,525,1,0
gdehoyoswalther,41710,2661,1,0
NAlejandraSoto,576,728,1,0
ADjaniTP,197,627,1,0
espacio_RES,1234,1003,1,0
falandeiro,621,434,2,0
caridad_sabo,182,9,1,0
Intlaque1972,28,18,1,0
dmery,2101,5003,1,0
izzo_d,4890,1030,1,1
JuliaGracia79,151,192,1,0
MARICECIGARCIAG,8,60,1,0
